================================================================================
********************************************************************************
Pure Minimum Conflict Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
5	8	17	SUCCESS	31
5	8	17	SUCCESS	32
5	9	22	SUCCESS	33
5	6	13	SUCCESS	34
5	18	49	SUCCESS	35
5	7	17	SUCCESS	36
5	7	17	SUCCESS	37
5	9	22	SUCCESS	38
5	6	13	SUCCESS	39
5	18	49	SUCCESS	40
5	7	17	SUCCESS	41
5	7	17	SUCCESS	42
5	9	22	SUCCESS	43
5	6	13	SUCCESS	44
5	18	49	SUCCESS	45
5	7	17	SUCCESS	46
5	7	17	SUCCESS	47
5	9	22	SUCCESS	48
5	6	13	SUCCESS	49
5	18	49	SUCCESS	50
********************************************************************************
6	126	219	SUCCESS	1
6	252529	585209	SUCCESS	2
6	53	96	SUCCESS	3
6	1000047	1936354	SUCCESS	4
6	295	548	SUCCESS	5
6	110	210	SUCCESS	6
6	136	271	SUCCESS	7
6	140	256	SUCCESS	8
6	86	163	SUCCESS	9
6	214	391	SUCCESS	10
6	350	631	SUCCESS	11
6	141	268	SUCCESS	12
6	137	268	SUCCESS	13
6	135	268	SUCCESS	14
6	136	268	SUCCESS	15
6	134	268	SUCCESS	16
6	133	268	SUCCESS	17
6	134	268	SUCCESS	18
6	134	268	SUCCESS	19
6	132	268	SUCCESS	20
6	133	268	SUCCESS	21
6	134	268	SUCCESS	22
6	133	268	SUCCESS	23
6	132	268	SUCCESS	24
6	133	268	SUCCESS	25
6	133	268	SUCCESS	26
6	133	268	SUCCESS	27
6	132	268	SUCCESS	28
6	132	268	SUCCESS	29
6	134	268	SUCCESS	30
6	132	268	SUCCESS	31
6	133	268	SUCCESS	32
6	132	268	SUCCESS	33
6	132	268	SUCCESS	34
6	131	268	SUCCESS	35
6	133	268	SUCCESS	36
6	133	268	SUCCESS	37
6	132	268	SUCCESS	38
6	131	268	SUCCESS	39
6	133	268	SUCCESS	40
6	132	268	SUCCESS	41
6	131	268	SUCCESS	42
6	132	268	SUCCESS	43
6	132	268	SUCCESS	44
6	132	268	SUCCESS	45
6	132	268	SUCCESS	46
6	132	268	SUCCESS	47
6	132	268	SUCCESS	48
6	132	268	SUCCESS	49
6	132	268	SUCCESS	50
********************************************************************************
7	15	13	SUCCESS	1
7	132	183	SUCCESS	2
7	8	8	SUCCESS	3
7	25	29	SUCCESS	4
7	44	58	SUCCESS	5
7	33	39	SUCCESS	6
7	8	8	SUCCESS	7
7	24	29	SUCCESS	8
7	38	58	SUCCESS	9
7	30	39	SUCCESS	10
7	7	8	SUCCESS	11
7	23	29	SUCCESS	12
7	37	58	SUCCESS	13
7	28	39	SUCCESS	14
7	7	8	SUCCESS	15
7	23	29	SUCCESS	16
7	36	58	SUCCESS	17
7	28	39	SUCCESS	18
7	8	8	SUCCESS	19
7	22	29	SUCCESS	20
7	37	58	SUCCESS	21
7	29	39	SUCCESS	22
7	7	8	SUCCESS	23
7	22	29	SUCCESS	24
7	37	58	SUCCESS	25
7	28	39	SUCCESS	26
7	7	8	SUCCESS	27
7	21	29	SUCCESS	28
7	36	58	SUCCESS	29
7	27	39	SUCCESS	30
7	7	8	SUCCESS	31
7	21	29	SUCCESS	32
7	36	58	SUCCESS	33
7	28	39	SUCCESS	34
7	7	8	SUCCESS	35
7	21	29	SUCCESS	36
7	37	58	SUCCESS	37
7	28	39	SUCCESS	38
7	7	8	SUCCESS	39
7	22	29	SUCCESS	40
7	36	58	SUCCESS	41
7	27	39	SUCCESS	42
7	7	8	SUCCESS	43
7	23	29	SUCCESS	44
7	35	58	SUCCESS	45
7	27	39	SUCCESS	46
7	7	8	SUCCESS	47
7	21	29	SUCCESS	48
7	37	58	SUCCESS	49
7	28	39	SUCCESS	50
********************************************************************************
8	487	617	SUCCESS	1
8	118	162	SUCCESS	2
8	150	192	SUCCESS	3
8	275	372	SUCCESS	4
8	146	204	SUCCESS	5
8	161	214	SUCCESS	6
8	219	282	SUCCESS	7
8	68	90	SUCCESS	8
8	11	11	SUCCESS	9
8	31	35	SUCCESS	10
8	74	100	SUCCESS	11
8	169	232	SUCCESS	12
8	148	189	SUCCESS	13
8	17	19	SUCCESS	14
8	59	72	SUCCESS	15
8	162	211	SUCCESS	16
8	148	204	SUCCESS	17
8	158	214	SUCCESS	18
8	219	282	SUCCESS	19
8	67	90	SUCCESS	20
8	12	11	SUCCESS	21
8	31	35	SUCCESS	22
8	73	100	SUCCESS	23
8	169	232	SUCCESS	24
8	149	189	SUCCESS	25
8	17	19	SUCCESS	26
8	59	72	SUCCESS	27
8	159	211	SUCCESS	28
8	147	204	SUCCESS	29
8	157	214	SUCCESS	30
8	219	282	SUCCESS	31
8	67	90	SUCCESS	32
8	12	11	SUCCESS	33
8	33	35	SUCCESS	34
8	74	100	SUCCESS	35
8	168	232	SUCCESS	36
8	146	189	SUCCESS	37
8	17	19	SUCCESS	38
8	59	72	SUCCESS	39
8	162	211	SUCCESS	40
8	145	204	SUCCESS	41
8	158	214	SUCCESS	42
8	224	282	SUCCESS	43
8	67	90	SUCCESS	44
8	12	11	SUCCESS	45
8	31	35	SUCCESS	46
8	75	100	SUCCESS	47
8	167	232	SUCCESS	48
8	147	189	SUCCESS	49
8	17	19	SUCCESS	50
********************************************************************************
9	30	21	SUCCESS	1
9	107	102	SUCCESS	2
9	55	42	SUCCESS	3
9	224	216	SUCCESS	4
9	345	355	SUCCESS	5
9	1130	1159	SUCCESS	6
9	75	71	SUCCESS	7
9	65	60	SUCCESS	8
9	396	408	SUCCESS	9
9	52	44	SUCCESS	10
9	124	126	SUCCESS	11
9	132	127	SUCCESS	12
9	24	22	SUCCESS	13
9	151	145	SUCCESS	14
9	317	304	SUCCESS	15
9	404	401	SUCCESS	16
9	527	525	SUCCESS	17
9	1131	1159	SUCCESS	18
9	76	71	SUCCESS	19
9	66	60	SUCCESS	20
9	395	408	SUCCESS	21
9	51	44	SUCCESS	22
9	124	126	SUCCESS	23
9	134	127	SUCCESS	24
9	25	22	SUCCESS	25
9	151	145	SUCCESS	26
9	313	304	SUCCESS	27
9	402	401	SUCCESS	28
9	530	525	SUCCESS	29
9	1127	1159	SUCCESS	30
9	76	71	SUCCESS	31
9	66	60	SUCCESS	32
9	397	408	SUCCESS	33
9	51	44	SUCCESS	34
9	124	126	SUCCESS	35
9	132	127	SUCCESS	36
9	24	22	SUCCESS	37
9	151	145	SUCCESS	38
9	313	304	SUCCESS	39
9	405	401	SUCCESS	40
9	527	525	SUCCESS	41
9	1130	1159	SUCCESS	42
9	76	71	SUCCESS	43
9	66	60	SUCCESS	44
9	394	408	SUCCESS	45
9	52	44	SUCCESS	46
9	125	126	SUCCESS	47
9	131	127	SUCCESS	48
9	24	22	SUCCESS	49
9	154	145	SUCCESS	50
********************************************************************************
10	391	320	SUCCESS	1
10	820	673	SUCCESS	2
10	517	428	SUCCESS	3
10	51	38	SUCCESS	4
10	369	313	SUCCESS	5
10	122	95	SUCCESS	6
10	554	460	SUCCESS	7
10	96	75	SUCCESS	8
10	814	695	SUCCESS	9
10	60	45	SUCCESS	10
10	1465	1242	SUCCESS	11
10	45	35	SUCCESS	12
10	330	275	SUCCESS	13
10	555	460	SUCCESS	14
10	96	75	SUCCESS	15
10	813	695	SUCCESS	16
10	62	45	SUCCESS	17
10	1464	1242	SUCCESS	18
10	45	35	SUCCESS	19
10	331	275	SUCCESS	20
10	561	460	SUCCESS	21
10	97	75	SUCCESS	22
10	814	695	SUCCESS	23
10	60	45	SUCCESS	24
10	1463	1242	SUCCESS	25
10	45	35	SUCCESS	26
10	332	275	SUCCESS	27
10	554	460	SUCCESS	28
10	98	75	SUCCESS	29
10	815	695	SUCCESS	30
10	60	45	SUCCESS	31
10	1462	1242	SUCCESS	32
10	46	35	SUCCESS	33
10	332	275	SUCCESS	34
10	558	460	SUCCESS	35
10	97	75	SUCCESS	36
10	817	695	SUCCESS	37
10	60	45	SUCCESS	38
10	1462	1242	SUCCESS	39
10	45	35	SUCCESS	40
10	332	275	SUCCESS	41
10	555	460	SUCCESS	42
10	98	75	SUCCESS	43
10	812	695	SUCCESS	44
10	59	45	SUCCESS	45
10	1465	1242	SUCCESS	46
10	44	35	SUCCESS	47
10	331	275	SUCCESS	48
10	558	460	SUCCESS	49
10	97	75	SUCCESS	50
********************************************************************************
11	1830	1180	SUCCESS	1
11	173	115	SUCCESS	2
11	1825	1204	SUCCESS	3
11	1199	789	SUCCESS	4
11	407	260	SUCCESS	5
11	551	366	SUCCESS	6
11	54	31	SUCCESS	7
11	868	561	SUCCESS	8
11	426	285	SUCCESS	9
11	1226	791	SUCCESS	10
11	1128	752	SUCCESS	11
11	1146	739	SUCCESS	12
11	38	22	SUCCESS	13
11	284	182	SUCCESS	14
11	238	151	SUCCESS	15
11	495	310	SUCCESS	16
11	1140	739	SUCCESS	17
11	40	22	SUCCESS	18
11	279	182	SUCCESS	19
11	236	151	SUCCESS	20
11	497	310	SUCCESS	21
11	1146	739	SUCCESS	22
11	38	22	SUCCESS	23
11	277	182	SUCCESS	24
11	237	151	SUCCESS	25
11	500	310	SUCCESS	26
11	1139	739	SUCCESS	27
11	38	22	SUCCESS	28
11	280	182	SUCCESS	29
11	239	151	SUCCESS	30
11	499	310	SUCCESS	31
11	1135	739	SUCCESS	32
11	39	22	SUCCESS	33
11	279	182	SUCCESS	34
11	238	151	SUCCESS	35
11	499	310	SUCCESS	36
11	1134	739	SUCCESS	37
11	38	22	SUCCESS	38
11	281	182	SUCCESS	39
11	239	151	SUCCESS	40
11	500	310	SUCCESS	41
11	1141	739	SUCCESS	42
11	38	22	SUCCESS	43
11	277	182	SUCCESS	44
11	235	151	SUCCESS	45
11	498	310	SUCCESS	46
11	1144	739	SUCCESS	47
11	38	22	SUCCESS	48
11	281	182	SUCCESS	49
11	237	151	SUCCESS	50
********************************************************************************
12	308	180	SUCCESS	1
12	2633	1579	SUCCESS	2
12	913	554	SUCCESS	3
12	702	416	SUCCESS	4
12	530	316	SUCCESS	5
12	703	416	SUCCESS	6
12	527	316	SUCCESS	7
12	704	416	SUCCESS	8
12	528	316	SUCCESS	9
12	707	416	SUCCESS	10
12	532	316	SUCCESS	11
12	702	416	SUCCESS	12
12	531	316	SUCCESS	13
12	703	416	SUCCESS	14
12	527	316	SUCCESS	15
12	705	416	SUCCESS	16
12	528	316	SUCCESS	17
12	704	416	SUCCESS	18
12	531	316	SUCCESS	19
12	701	416	SUCCESS	20
12	528	316	SUCCESS	21
12	702	416	SUCCESS	22
12	532	316	SUCCESS	23
12	703	416	SUCCESS	24
12	535	316	SUCCESS	25
12	706	416	SUCCESS	26
12	530	316	SUCCESS	27
12	700	416	SUCCESS	28
12	531	316	SUCCESS	29
12	702	416	SUCCESS	30
12	529	316	SUCCESS	31
12	703	416	SUCCESS	32
12	528	316	SUCCESS	33
12	705	416	SUCCESS	34
12	526	316	SUCCESS	35
12	704	416	SUCCESS	36
12	529	316	SUCCESS	37
12	703	416	SUCCESS	38
12	530	316	SUCCESS	39
12	704	416	SUCCESS	40
12	527	316	SUCCESS	41
12	703	416	SUCCESS	42
12	527	316	SUCCESS	43
12	705	416	SUCCESS	44
12	530	316	SUCCESS	45
12	704	416	SUCCESS	46
12	532	316	SUCCESS	47
12	703	416	SUCCESS	48
12	527	316	SUCCESS	49
12	703	416	SUCCESS	50
********************************************************************************
13	743	367	SUCCESS	1
13	1492	724	SUCCESS	2
13	2098	1043	SUCCESS	3
13	1587	769	SUCCESS	4
13	447	222	SUCCESS	5
13	119	52	SUCCESS	6
13	525	246	SUCCESS	7
13	2642	1302	SUCCESS	8
13	641	309	SUCCESS	9
13	699	343	SUCCESS	10
13	1788	862	SUCCESS	11
13	876	421	SUCCESS	12
13	357	165	SUCCESS	13
13	495	235	SUCCESS	14
13	240	108	SUCCESS	15
13	119	55	SUCCESS	16
13	861	412	SUCCESS	17
13	1022	510	SUCCESS	18
13	530	262	SUCCESS	19
13	227	104	SUCCESS	20
13	1412	695	SUCCESS	21
13	1615	764	SUCCESS	22
13	394	182	SUCCESS	23
13	277	132	SUCCESS	24
13	679	327	SUCCESS	25
13	1397	676	SUCCESS	26
13	1024	510	SUCCESS	27
13	535	262	SUCCESS	28
13	226	104	SUCCESS	29
13	1411	695	SUCCESS	30
13	1613	764	SUCCESS	31
13	395	182	SUCCESS	32
13	279	132	SUCCESS	33
13	680	327	SUCCESS	34
13	1404	676	SUCCESS	35
13	1021	510	SUCCESS	36
13	529	262	SUCCESS	37
13	228	104	SUCCESS	38
13	1415	695	SUCCESS	39
13	1609	764	SUCCESS	40
13	394	182	SUCCESS	41
13	278	132	SUCCESS	42
13	679	327	SUCCESS	43
13	1394	676	SUCCESS	44
13	1020	510	SUCCESS	45
13	531	262	SUCCESS	46
13	226	104	SUCCESS	47
13	1415	695	SUCCESS	48
13	1613	764	SUCCESS	49
13	394	182	SUCCESS	50
********************************************************************************
14	266	108	SUCCESS	1
14	411	175	SUCCESS	2
14	2478	1046	SUCCESS	3
14	264	109	SUCCESS	4
14	815	347	SUCCESS	5
14	3372	1471	SUCCESS	6
14	3375	1471	SUCCESS	7
14	3365	1471	SUCCESS	8
14	3370	1471	SUCCESS	9
14	3371	1471	SUCCESS	10
14	3367	1471	SUCCESS	11
14	3374	1471	SUCCESS	12
14	3368	1471	SUCCESS	13
14	3366	1471	SUCCESS	14
14	3368	1471	SUCCESS	15
14	3364	1471	SUCCESS	16
14	3373	1471	SUCCESS	17
14	3375	1471	SUCCESS	18
14	3375	1471	SUCCESS	19
14	3366	1471	SUCCESS	20
14	3366	1471	SUCCESS	21
14	3369	1471	SUCCESS	22
14	3368	1471	SUCCESS	23
14	3370	1471	SUCCESS	24
14	3366	1471	SUCCESS	25
14	3376	1471	SUCCESS	26
14	3368	1471	SUCCESS	27
14	3374	1471	SUCCESS	28
14	3369	1471	SUCCESS	29
14	3370	1471	SUCCESS	30
14	3369	1471	SUCCESS	31
14	3366	1471	SUCCESS	32
14	3369	1471	SUCCESS	33
14	3366	1471	SUCCESS	34
14	3370	1471	SUCCESS	35
14	3369	1471	SUCCESS	36
14	3374	1471	SUCCESS	37
14	3371	1471	SUCCESS	38
14	3366	1471	SUCCESS	39
14	3364	1471	SUCCESS	40
14	3372	1471	SUCCESS	41
14	3372	1471	SUCCESS	42
14	3378	1471	SUCCESS	43
14	3373	1471	SUCCESS	44
14	3375	1471	SUCCESS	45
14	3372	1471	SUCCESS	46
14	3371	1471	SUCCESS	47
14	3374	1471	SUCCESS	48
14	3374	1471	SUCCESS	49
14	3370	1471	SUCCESS	50
********************************************************************************
15	693	253	SUCCESS	1
15	714	265	SUCCESS	2
15	478	175	SUCCESS	3
15	2319	855	SUCCESS	4
15	431	154	SUCCESS	5
15	4228	1598	SUCCESS	6
15	224	80	SUCCESS	7
15	697	267	SUCCESS	8
15	2784	1027	SUCCESS	9
15	4474	1654	SUCCESS	10
15	437	156	SUCCESS	11
15	768	287	SUCCESS	12
15	4460	1654	SUCCESS	13
15	434	156	SUCCESS	14
15	766	287	SUCCESS	15
15	4468	1654	SUCCESS	16
15	436	156	SUCCESS	17
15	768	287	SUCCESS	18
15	4466	1654	SUCCESS	19
15	437	156	SUCCESS	20
15	766	287	SUCCESS	21
15	4469	1654	SUCCESS	22
15	435	156	SUCCESS	23
15	766	287	SUCCESS	24
15	4468	1654	SUCCESS	25
15	436	156	SUCCESS	26
15	767	287	SUCCESS	27
15	4464	1654	SUCCESS	28
15	437	156	SUCCESS	29
15	769	287	SUCCESS	30
15	4458	1654	SUCCESS	31
15	436	156	SUCCESS	32
15	766	287	SUCCESS	33
15	4470	1654	SUCCESS	34
15	435	156	SUCCESS	35
15	765	287	SUCCESS	36
15	4472	1654	SUCCESS	37
15	435	156	SUCCESS	38
15	766	287	SUCCESS	39
15	4457	1654	SUCCESS	40
15	436	156	SUCCESS	41
15	765	287	SUCCESS	42
15	4479	1654	SUCCESS	43
15	435	156	SUCCESS	44
15	767	287	SUCCESS	45
15	4467	1654	SUCCESS	46
15	436	156	SUCCESS	47
15	766	287	SUCCESS	48
15	4465	1654	SUCCESS	49
15	436	156	SUCCESS	50
********************************************************************************
16	329	110	SUCCESS	1
16	3376	1159	SUCCESS	2
16	7802	2676	SUCCESS	3
16	470	159	SUCCESS	4
16	2632	910	SUCCESS	5
16	892	302	SUCCESS	6
16	660	228	SUCCESS	7
16	1829	642	SUCCESS	8
16	1670	595	SUCCESS	9
16	1507	519	SUCCESS	10
16	3266	1121	SUCCESS	11
16	347	117	SUCCESS	12
16	370	124	SUCCESS	13
16	4467	1550	SUCCESS	14
16	754	257	SUCCESS	15
16	1312	459	SUCCESS	16
16	1186	414	SUCCESS	17
16	1322	454	SUCCESS	18
16	441	154	SUCCESS	19
16	341	116	SUCCESS	20
16	3680	1276	SUCCESS	21
16	1849	641	SUCCESS	22
16	3124	1078	SUCCESS	23
16	826	290	SUCCESS	24
16	199	66	SUCCESS	25
16	8165	2816	SUCCESS	26
16	1563	536	SUCCESS	27
16	834	292	SUCCESS	28
16	3120	1075	SUCCESS	29
16	3382	1154	SUCCESS	30
16	3378	1169	SUCCESS	31
16	2982	1021	SUCCESS	32
16	1466	506	SUCCESS	33
16	372	125	SUCCESS	34
16	3424	1192	SUCCESS	35
16	5864	2037	SUCCESS	36
16	1410	488	SUCCESS	37
16	288	96	SUCCESS	38
16	1556	553	SUCCESS	39
16	2101	728	SUCCESS	40
16	243	82	SUCCESS	41
16	3113	1075	SUCCESS	42
16	3376	1154	SUCCESS	43
16	3378	1169	SUCCESS	44
16	2985	1021	SUCCESS	45
16	1461	506	SUCCESS	46
16	374	125	SUCCESS	47
16	3423	1192	SUCCESS	48
16	5870	2037	SUCCESS	49
16	1411	488	SUCCESS	50
********************************************************************************
17	2352	668	SUCCESS	1
17	2127	610	SUCCESS	2
17	2836	824	SUCCESS	3
17	2790	792	SUCCESS	4
17	1078	316	SUCCESS	5
17	1165	342	SUCCESS	6
17	3255	938	SUCCESS	7
17	1406	399	SUCCESS	8
17	978	281	SUCCESS	9
17	955	275	SUCCESS	10
17	9993	2883	SUCCESS	11
17	2192	633	SUCCESS	12
17	4352	1246	SUCCESS	13
17	1893	543	SUCCESS	14
17	352	100	SUCCESS	15
17	1617	463	SUCCESS	16
17	1165	336	SUCCESS	17
17	1813	522	SUCCESS	18
17	860	248	SUCCESS	19
17	478	139	SUCCESS	20
17	3739	1087	SUCCESS	21
17	3889	1124	SUCCESS	22
17	1431	419	SUCCESS	23
17	647	183	SUCCESS	24
17	503	147	SUCCESS	25
17	653	188	SUCCESS	26
17	1461	411	SUCCESS	27
17	4571	1330	SUCCESS	28
17	3019	883	SUCCESS	29
17	4678	1355	SUCCESS	30
17	640	180	SUCCESS	31
17	856	248	SUCCESS	32
17	476	139	SUCCESS	33
17	3748	1087	SUCCESS	34
17	3890	1124	SUCCESS	35
17	1425	419	SUCCESS	36
17	648	183	SUCCESS	37
17	502	147	SUCCESS	38
17	656	188	SUCCESS	39
17	1460	411	SUCCESS	40
17	4556	1330	SUCCESS	41
17	3019	883	SUCCESS	42
17	4688	1355	SUCCESS	43
17	642	180	SUCCESS	44
17	855	248	SUCCESS	45
17	481	139	SUCCESS	46
17	3751	1087	SUCCESS	47
17	3892	1124	SUCCESS	48
17	1424	419	SUCCESS	49
17	649	183	SUCCESS	50
********************************************************************************
18	293	71	SUCCESS	1
18	651	166	SUCCESS	2
18	565	144	SUCCESS	3
18	836	216	SUCCESS	4
18	1304	341	SUCCESS	5
18	633	164	SUCCESS	6
18	3936	1023	SUCCESS	7
18	1053	270	SUCCESS	8
18	2025	520	SUCCESS	9
18	722	185	SUCCESS	10
18	1214	316	SUCCESS	11
18	2526	649	SUCCESS	12
18	1948	505	SUCCESS	13
18	576	149	SUCCESS	14
18	4420	1140	SUCCESS	15
18	845	215	SUCCESS	16
18	2148	558	SUCCESS	17
18	1078	277	SUCCESS	18
18	5943	1544	SUCCESS	19
18	2048	526	SUCCESS	20
18	1633	419	SUCCESS	21
18	1280	332	SUCCESS	22
18	2243	585	SUCCESS	23
18	6886	1782	SUCCESS	24
18	2045	527	SUCCESS	25
18	2187	560	SUCCESS	26
18	1966	512	SUCCESS	27
18	1841	472	SUCCESS	28
18	6850	1782	SUCCESS	29
18	2048	527	SUCCESS	30
18	2192	560	SUCCESS	31
18	1962	512	SUCCESS	32
18	1842	472	SUCCESS	33
18	6845	1782	SUCCESS	34
18	2045	527	SUCCESS	35
18	2187	560	SUCCESS	36
18	1963	512	SUCCESS	37
18	1845	472	SUCCESS	38
18	6855	1782	SUCCESS	39
18	2046	527	SUCCESS	40
18	2191	560	SUCCESS	41
18	1963	512	SUCCESS	42
18	1842	472	SUCCESS	43
18	6862	1782	SUCCESS	44
18	2048	527	SUCCESS	45
18	2189	560	SUCCESS	46
18	1962	512	SUCCESS	47
18	1842	472	SUCCESS	48
18	6861	1782	SUCCESS	49
18	2047	527	SUCCESS	50
********************************************************************************
19	2265	496	SUCCESS	1
19	688	153	SUCCESS	2
19	337	75	SUCCESS	3
19	1520	344	SUCCESS	4
19	1154	252	SUCCESS	5
19	490	108	SUCCESS	6
19	740	166	SUCCESS	7
19	809	179	SUCCESS	8
19	1123	248	SUCCESS	9
19	9712	2151	SUCCESS	10
19	4725	1046	SUCCESS	11
19	2205	488	SUCCESS	12
19	1587	359	SUCCESS	13
19	1697	375	SUCCESS	14
19	3008	671	SUCCESS	15
19	3750	832	SUCCESS	16
19	2343	522	SUCCESS	17
19	2469	541	SUCCESS	18
19	652	144	SUCCESS	19
19	4133	914	SUCCESS	20
19	5621	1245	SUCCESS	21
19	1659	370	SUCCESS	22
19	4392	974	SUCCESS	23
19	4194	930	SUCCESS	24
19	6801	1498	SUCCESS	25
19	1689	375	SUCCESS	26
19	4810	1075	SUCCESS	27
19	2745	614	SUCCESS	28
19	1045	230	SUCCESS	29
19	1530	338	SUCCESS	30
19	1350	300	SUCCESS	31
19	3912	867	SUCCESS	32
19	2448	544	SUCCESS	33
19	2917	642	SUCCESS	34
19	2966	662	SUCCESS	35
19	1414	314	SUCCESS	36
19	6517	1454	SUCCESS	37
19	844	188	SUCCESS	38
19	1054	237	SUCCESS	39
19	353	77	SUCCESS	40
19	907	198	SUCCESS	41
19	1419	318	SUCCESS	42
19	4848	1083	SUCCESS	43
19	4101	915	SUCCESS	44
19	2780	616	SUCCESS	45
19	5840	1297	SUCCESS	46
19	2869	629	SUCCESS	47
19	1620	362	SUCCESS	48
19	6535	1453	SUCCESS	49
19	1468	326	SUCCESS	50
********************************************************************************
20	1575	338	SUCCESS	1
20	5104	1070	SUCCESS	2
20	1670	351	SUCCESS	3
20	1197	250	SUCCESS	4
20	3002	631	SUCCESS	5
20	1724	366	SUCCESS	6
20	685	142	SUCCESS	7
20	994	208	SUCCESS	8
20	1364	287	SUCCESS	9
20	3125	656	SUCCESS	10
20	1313	276	SUCCESS	11
20	5457	1151	SUCCESS	12
20	1283	269	SUCCESS	13
20	1862	391	SUCCESS	14
20	740	155	SUCCESS	15
20	3143	660	SUCCESS	16
20	1673	354	SUCCESS	17
20	2732	571	SUCCESS	18
20	2639	555	SUCCESS	19
20	3142	660	SUCCESS	20
20	1670	354	SUCCESS	21
20	2733	571	SUCCESS	22
20	2638	555	SUCCESS	23
20	3141	660	SUCCESS	24
20	1670	354	SUCCESS	25
20	2729	571	SUCCESS	26
20	2638	555	SUCCESS	27
20	3139	660	SUCCESS	28
20	1674	354	SUCCESS	29
20	2733	571	SUCCESS	30
20	2637	555	SUCCESS	31
20	3142	660	SUCCESS	32
20	1670	354	SUCCESS	33
20	2733	571	SUCCESS	34
20	2636	555	SUCCESS	35
20	3144	660	SUCCESS	36
20	1669	354	SUCCESS	37
20	2734	571	SUCCESS	38
20	2641	555	SUCCESS	39
20	3143	660	SUCCESS	40
20	1672	354	SUCCESS	41
20	2735	571	SUCCESS	42
20	2634	555	SUCCESS	43
20	3138	660	SUCCESS	44
20	1671	354	SUCCESS	45
20	2733	571	SUCCESS	46
20	2637	555	SUCCESS	47
20	3141	660	SUCCESS	48
20	1669	354	SUCCESS	49
20	2736	571	SUCCESS	50
********************************************************************************
30	4591	446	SUCCESS	1
30	16421	1570	SUCCESS	2
30	4277	410	SUCCESS	3
30	46215	4454	SUCCESS	4
30	10119	968	SUCCESS	5
30	2634	255	SUCCESS	6
30	14994	1436	SUCCESS	7
30	15255	1462	SUCCESS	8
30	1347	130	SUCCESS	9
30	3294	320	SUCCESS	10
30	1259	121	SUCCESS	11
30	9410	914	SUCCESS	12
30	2685	260	SUCCESS	13
30	1494	144	SUCCESS	14
30	4880	470	SUCCESS	15
30	5752	550	SUCCESS	16
30	3555	342	SUCCESS	17
30	2508	243	SUCCESS	18
30	1248	120	SUCCESS	19
30	8548	815	SUCCESS	20
30	10331	991	SUCCESS	21
30	1541	148	SUCCESS	22
30	4481	432	SUCCESS	23
30	8300	809	SUCCESS	24
30	4200	404	SUCCESS	25
30	14590	1397	SUCCESS	26
30	3029	293	SUCCESS	27
30	4017	388	SUCCESS	28
30	4181	407	SUCCESS	29
30	30917	2979	SUCCESS	30
30	9472	909	SUCCESS	31
30	3775	367	SUCCESS	32
30	9336	892	SUCCESS	33
30	10039	959	SUCCESS	34
30	4195	403	SUCCESS	35
30	4106	391	SUCCESS	36
30	10066	964	SUCCESS	37
30	8804	850	SUCCESS	38
30	9069	871	SUCCESS	39
30	4838	474	SUCCESS	40
30	2888	278	SUCCESS	41
30	3833	368	SUCCESS	42
30	1947	187	SUCCESS	43
30	2378	229	SUCCESS	44
30	4611	445	SUCCESS	45
30	3394	329	SUCCESS	46
30	4717	454	SUCCESS	47
30	11491	1113	SUCCESS	48
30	9597	919	SUCCESS	49
30	9076	871	SUCCESS	50
********************************************************************************
40	4519	276	SUCCESS	1
40	2526	157	SUCCESS	2
40	6861	418	SUCCESS	3
40	3323	204	SUCCESS	4
40	48629	2956	SUCCESS	5
40	9152	563	SUCCESS	6
40	4555	280	SUCCESS	7
40	11519	702	SUCCESS	8
40	11427	699	SUCCESS	9
40	21507	1314	SUCCESS	10
40	19698	1197	SUCCESS	11
40	3376	207	SUCCESS	12
40	10135	616	SUCCESS	13
40	10756	659	SUCCESS	14
40	5332	324	SUCCESS	15
40	10573	647	SUCCESS	16
40	24304	1483	SUCCESS	17
40	10735	657	SUCCESS	18
40	5947	363	SUCCESS	19
40	2504	154	SUCCESS	20
40	4377	268	SUCCESS	21
40	5633	347	SUCCESS	22
40	6159	378	SUCCESS	23
40	24374	1482	SUCCESS	24
40	18848	1143	SUCCESS	25
40	11379	695	SUCCESS	26
40	8525	518	SUCCESS	27
40	8256	505	SUCCESS	28
40	5107	312	SUCCESS	29
40	8821	537	SUCCESS	30
40	11986	730	SUCCESS	31
40	20366	1240	SUCCESS	32
40	6608	402	SUCCESS	33
40	33417	2035	SUCCESS	34
40	12973	790	SUCCESS	35
40	11347	695	SUCCESS	36
40	8012	489	SUCCESS	37
40	37784	2294	SUCCESS	38
40	17981	1096	SUCCESS	39
40	6910	422	SUCCESS	40
40	9733	597	SUCCESS	41
40	8861	544	SUCCESS	42
40	4733	290	SUCCESS	43
40	7146	436	SUCCESS	44
40	20960	1279	SUCCESS	45
40	7771	475	SUCCESS	46
40	18452	1126	SUCCESS	47
40	9075	556	SUCCESS	48
40	24578	1498	SUCCESS	49
40	20485	1249	SUCCESS	50
********************************************************************************
50	25186	975	SUCCESS	1
50	9900	385	SUCCESS	2
50	14478	565	SUCCESS	3
50	12318	481	SUCCESS	4
50	13950	543	SUCCESS	5
50	35586	1378	SUCCESS	6
50	87370	3379	SUCCESS	7
